,Orden de Satélite,Num OS,Estado,Satélite Procesos,Valor Unitario,Cantidad,Producto,SubTotal,Orden de Produccion,Proveedor,Orden Satélite PDF,Fecha Entrega a Satélite,Fecha Promesa a Molt,Ficha Técnica Producto,Orden de Producción Det,Creado por,Cliente,Id.,Costeo
1895,OS-0019563-6283-7-Conjunto antifluido,19563,En Proceso,Confección,13000.0,48.0,Conjunto antifluido,624000.0,OP-CLINICOS 0006283,MARIA PAULINA RUIZ MARTINEZ,,22/10/2025,05/11/2025,212053 FT. UNIFORME CLINICOS AZUL OSCURO DAMA SIN BOLSILLO LOGO CLINICOS.pdf,6283-7-Conjunto antifluido,Cristian Esguerra,CLINICOS,74074269,COS-0011750 (Costeo)
1896,OS-0019562-6254-2-POLO MANGA CORTA,19562,Finalizado,Bordado,3800.0,24.0,POLO MANGA CORTA,91200.0,OP-Molt Panamá (PA) 0006254,CARLOS ANDRES PEREZ CELIS,,21/10/2025,23/10/2025,203145 FT. POLO AZUL REY TRES CORTES MANGA CORTA VENDEDORES INCHAPE PANAMÁ DAMA.pdf,6254-2-POLO MANGA CORTA,Cristian Esguerra,Molt Panamá (PA),74068564,COS-0011676 (Costeo)
1897,OS-0019561-6254-1-POLO MANGA CORTA,19561,Finalizado,Bordado,3800.0,24.0,POLO MANGA CORTA,91200.0,OP-Molt Panamá (PA) 0006254,CARLOS ANDRES PEREZ CELIS,,21/10/2025,23/10/2025,103191 FT. POLO AZUL REY TRES CORTES MANGA CORTA VENDEDORES INCHCAPE PANAMÁ HOMBRE.pdf,6254-1-POLO MANGA CORTA,Cristian Esguerra,Molt Panamá (PA),74068239,COS-0011676 (Costeo)
1898,OS-0019560-6343-3-OXFORD,19560,En Proceso,Bordado,1400.0,380.0,OXFORD,532000.0,OP-PARKING INTERNATIONAL S A S 0006343,CARLOS ANDRES PEREZ CELIS,,21/10/2025,24/10/2025,202036 FT. BLUSA BLANCO VERDE GRIS PARKING DAMA.pdf,6343-3-OXFORD,Cristian Esguerra,PARKING INTERNATIONAL S A S,74067759,COS-0011938 (Costeo)
1899,OS-0019559-6343-1-CAMISA MANGA LARGA,19559,En Proceso,Bordado,1400.0,722.0,CAMISA MANGA LARGA,1010800.0,OP-PARKING INTERNATIONAL S A S 0006343,CARLOS ANDRES PEREZ CELIS,,21/10/2025,24/10/2025,102045 FT. CAMISA BLANCO VERDE GRIS PARKING HOMBRE.pdf,6343-1-CAMISA MANGA LARGA,Cristian Esguerra,PARKING INTERNATIONAL S A S,74066792,COS-0011938 (Costeo)
1900,OS-0019558-6343-1-CAMISA MANGA LARGA,19558,En Proceso,Confección,13000.0,722.0,CAMISA MANGA LARGA,9386000.0,OP-PARKING INTERNATIONAL S A S 0006343,OSWALDO GUZMAN - SANDRA CAMISAS,,22/10/2025,13/11/2025,102045 FT. CAMISA BLANCO VERDE GRIS PARKING HOMBRE.pdf,6343-1-CAMISA MANGA LARGA,Cristian Esguerra,PARKING INTERNATIONAL S A S,74064711,COS-0011938 (Costeo)
1901,OS-0019557-6283-11-camisa,19557,En Proceso,Confección,13000.0,70.0,camisa,910000.0,OP-CLINICOS 0006283,MARIA VICTORIA MORENO BERMUDEZ,,22/10/2025,05/11/2025,202026 FT. BLUSA BLANCO CUADROS AZULES CUELLO NERÚ CLINICOS.pdf,6283-11-camisa,Cristian Esguerra,CLINICOS,74064597,COS-0011750 (Costeo)
1902,OS-0019556-6202-4-POLO MANGA CORTA,19556,En Proceso,Confección,11000.0,20.0,POLO MANGA CORTA,220000.0,OP-Joe Hawkins 0006202,MAUDA  YANETH ALFONSO ROA,,22/10/2025,29/10/2025,216003 FT. VESTIDO MANGA CORTA VINOTINTO THE THOUGHERS JOE HAWKINS DAMA.pdf,6202-4-POLO MANGA CORTA,Cristian Esguerra,Joe Hawkins,74063175,COS-0011527 (Costeo)
1903,OS-0019555-6202-7-POLO MANGA CORTA,19555,En Proceso,Confección,11000.0,10.0,POLO MANGA CORTA,110000.0,OP-Joe Hawkins 0006202,MAUDA  YANETH ALFONSO ROA,,22/10/2025,29/10/2025,216001 FT. VESTIDO MANGA CORTA NEGRO JOE HAWKINS DAMA.pdf,6202-7-POLO MANGA CORTA,Cristian Esguerra,Joe Hawkins,74062948,COS-0011527 (Costeo)
1904,OS-0019554-6202-3-POLO MANGA CORTA,19554,En Proceso,Confección,11000.0,20.0,POLO MANGA CORTA,220000.0,OP-Joe Hawkins 0006202,MAUDA  YANETH ALFONSO ROA,,22/10/2025,29/10/2025,216002 FT. VESTIDO MANGA CORTA NEGRO THE THOUGHERS JOE HAWKINS DAMA.pdf,6202-3-POLO MANGA CORTA,Cristian Esguerra,Joe Hawkins,74062857,COS-0011527 (Costeo)
1905,OS-0019553-6202-5-POLO MANGA CORTA,19553,En Proceso,Confección,7500.0,30.0,POLO MANGA CORTA,225000.0,OP-Joe Hawkins 0006202,MAUDA  YANETH ALFONSO ROA,,22/10/2025,29/10/2025,103253 FT. POLO MANGA CORTA NEGRO JOE HAWKINS HOMBRE.pdf,6202-5-POLO MANGA CORTA,Cristian Esguerra,Joe Hawkins,74062633,COS-0011527 (Costeo)
1906,OS-0019552-6202-1-POLO MANGA CORTA,19552,En Proceso,Confección,7500.0,20.0,POLO MANGA CORTA,150000.0,OP-Joe Hawkins 0006202,MAUDA  YANETH ALFONSO ROA,,22/10/2025,29/10/2025,103257 FT. POLO MANGA CORTA NEGRO THE THOUGHERS JOE HAWKINS HOMBRE.pdf,6202-1-POLO MANGA CORTA,Cristian Esguerra,Joe Hawkins,74062608,COS-0011527 (Costeo)
1907,OS-0019551-6202-6-POLO MANGA CORTA,19551,En Proceso,Confección,7500.0,30.0,POLO MANGA CORTA,225000.0,OP-Joe Hawkins 0006202,MAUDA  YANETH ALFONSO ROA,,22/10/2025,29/10/2025,103256 FT. POLO MANGA CORTA VERDE JOE HAWKINS HOMBRE.pdf,6202-6-POLO MANGA CORTA,Carolina Gonzalez,Joe Hawkins,74062335,COS-0011527 (Costeo)
1908,OS-0019550-6202-2-POLO MANGA CORTA,19550,En Proceso,Confección,7500.0,20.0,POLO MANGA CORTA,150000.0,OP-Joe Hawkins 0006202,MAUDA  YANETH ALFONSO ROA,,22/10/2025,29/10/2025,103258 FT. POLO MANGA CORTA VERDE THE THOUGHERS JOE HAWKINS HOMBRE.pdf,6202-2-POLO MANGA CORTA,Carolina Gonzalez,Joe Hawkins,74062279,COS-0011527 (Costeo)
1909,OS-0019549-6283-1-CONJUNTO ANTIFLUIDO,19549,En Proceso,Confección,13000.0,247.0,CONJUNTO ANTIFLUIDO,3211000.0,OP-CLINICOS 0006283,MC COMPANY SAS - EDWIN TORRES,,22/10/2025,10/11/2025,212006 FT_ UNIFORME CLINICOS AZUL OSCURO DAMA LOGO CLINICOS.pdf,6283-1-CONJUNTO ANTIFLUIDO,Cristian Esguerra,CLINICOS,74058652,COS-0011750 (Costeo)
1910,OS-0019548-6297-7-PANTALÓN CARGO,19548,En Proceso,Confección,8500.0,307.0,PANTALÓN CARGO,2609500.0,OP-TALMA COLOMBIA 0006297,HELBERTH DUBAN VALERO VELA,,22/10/2025,14/11/2025,108052 FT. PANTALÓN CARGO OVEROL AZUL OSCURO TALMA HOMBRE.pdf,6297-7-PANTALÓN CARGO,Cristian Esguerra,TALMA COLOMBIA,74050824,COS-0011808 (Costeo)
1911,OS-0019547-6343-5-Gorra seis cascos,19547,En Proceso,Paquete Completo Sin Marca,5300.0,300.0,Gorra seis cascos,1590000.0,OP-PARKING INTERNATIONAL S A S 0006343,AMERICANA DE CONFECCIONES Y SERVICIOS SAS,,21/10/2025,10/11/2025,,6343-5-Gorra seis cascos,Cristian Esguerra,PARKING INTERNATIONAL S A S,74006363,COS-0011938 (Costeo)
1912,OS-0019546-6297-7-PANTALÓN CARGO,19546,En Proceso,Confección,8500.0,825.0,PANTALÓN CARGO,7012500.0,OP-TALMA COLOMBIA 0006297,SANDRA GARCIA,,21/10/2025,10/11/2025,108052 FT. PANTALÓN CARGO OVEROL AZUL OSCURO TALMA HOMBRE.pdf,6297-7-PANTALÓN CARGO,Cristian Esguerra,TALMA COLOMBIA,74005629,COS-0011808 (Costeo)
1913,OS-0019545-6297-7-PANTALÓN CARGO,19545,En Proceso,Confección,8500.0,505.0,PANTALÓN CARGO,4292500.0,OP-TALMA COLOMBIA 0006297,JOSE URIEL RUIZ BUSTOS,,06/11/2025,07/11/2025,108052 FT. PANTALÓN CARGO OVEROL AZUL OSCURO TALMA HOMBRE.pdf,6297-7-PANTALÓN CARGO,Cristian Esguerra,TALMA COLOMBIA,74005493,COS-0011808 (Costeo)
1914,OS-0019544-6189-7-CHAQUETA MICHELIN,19544,Finalizado,Bordado,800.0,64.0,CHAQUETA MICHELIN,51200.0,OP-Joe Hawkins 0006189,CARLOS ANDRES PEREZ CELIS,,21/10/2025,23/10/2025,,6189-7-CHAQUETA MICHELIN,Cristian Esguerra,Joe Hawkins,74004722,COS-0011502 (Costeo)
1915,OS-0019543-6297-11-Sastre Femenino,19543,En Proceso,Corte y Confeccion,19600.0,48.0,Sastre Femenino,940800.0,OP-TALMA COLOMBIA 0006297,ASCE Y KREA DOTACIONES SAS,,20/10/2025,21/10/2025,,6297-11-Sastre Femenino,Cristian Esguerra,TALMA COLOMBIA,74004338,COS-0011808 (Costeo)
1916,OS-0019542-6297-10-Sastre Femenino,19542,En Proceso,Confección,19600.0,722.0,Sastre Femenino,14151200.0,OP-TALMA COLOMBIA 0006297,ASCE Y KREA DOTACIONES SAS,,20/10/2025,21/10/2025,,6297-10-Sastre Femenino,Cristian Esguerra,TALMA COLOMBIA,74003903,COS-0011808 (Costeo)
1917,OS-0019541-6297-9-PANTALÓN SASTRE,19541,En Proceso,Confección,21000.0,318.0,PANTALÓN SASTRE,6678000.0,OP-TALMA COLOMBIA 0006297,ASCE Y KREA DOTACIONES SAS,,20/10/2025,21/10/2025,,6297-9-PANTALÓN SASTRE,Cristian Esguerra,TALMA COLOMBIA,74003387,COS-0011808 (Costeo)
1918,OS-0019540-6297-8-PANTALÓN SASTRE,19540,En Proceso,Corte y Confeccion,21000.0,45.0,PANTALÓN SASTRE,945000.0,OP-TALMA COLOMBIA 0006297,ASCE Y KREA DOTACIONES SAS,,20/10/2025,21/10/2025,,6297-8-PANTALÓN SASTRE,Cristian Esguerra,TALMA COLOMBIA,74003240,COS-0011808 (Costeo)
1919,OS-0019539-6297-7-PANTALÓN CARGO,19539,Finalizado,Estampado,900.0,600.0,PANTALÓN CARGO,540000.0,OP-TALMA COLOMBIA 0006297,SEIIO,,23/10/2025,28/10/2025,108052 FT. PANTALÓN CARGO OVEROL AZUL OSCURO TALMA HOMBRE.pdf,6297-7-PANTALÓN CARGO,Cristian Esguerra,TALMA COLOMBIA,74002440,COS-0011808 (Costeo)
1920,OS-0019538-6297-7-PANTALÓN CARGO,19538,Finalizado,Estampado,900.0,1637.0,PANTALÓN CARGO,1473300.0,OP-TALMA COLOMBIA 0006297,SEIIO,,21/10/2025,24/10/2025,108052 FT. PANTALÓN CARGO OVEROL AZUL OSCURO TALMA HOMBRE.pdf,6297-7-PANTALÓN CARGO,Cristian Esguerra,TALMA COLOMBIA,74002388,COS-0011808 (Costeo)
1921,OS-0019537-6283-10-POLO MANGA CORTA,19537,En Proceso,Bordado,1200.0,8.0,POLO MANGA CORTA,9600.0,OP-CLINICOS 0006283,SEIIBA  SAS,,21/10/2025,23/10/2025,203090 FT. POLO MANGA CORTA BLANCO DAMA CLINICOS.pdf,6283-10-POLO MANGA CORTA,Cristian Esguerra,CLINICOS,74002097,COS-0011750 (Costeo)
1922,OS-0019536-6283-9-POLO MANGA CORTA,19536,En Proceso,Bordado,1200.0,12.0,POLO MANGA CORTA,14400.0,OP-CLINICOS 0006283,SEIIBA  SAS,,21/10/2025,23/10/2025,103066 FT_ POLO MANGA CORTA BLANCO CLINICOS.pdf,6283-9-POLO MANGA CORTA,Cristian Esguerra,CLINICOS,74001514,COS-0011750 (Costeo)
1923,OS-0019535-6153-9-PANTALÓN CARGO,19535,En Proceso,Confección,9500.0,473.0,PANTALÓN CARGO,4493500.0,OP-TALMA COLOMBIA 0006153,JAIRO HERNANDO RODRIGUEZ VALBUENA,,22/10/2025,14/11/2025,108052 FT. PANTALÓN CARGO OVEROL AZUL OSCURO TALMA HOMBRE.pdf,6153-9-PANTALÓN CARGO,Cristian Esguerra,TALMA COLOMBIA,73998094,COS-0011343 (Costeo)
1924,OS-0019534-6153-5-CAMISA MANGA LARGA,19534,En Proceso,Confección,8000.0,6.0,CAMISA MANGA LARGA,48000.0,OP-TALMA COLOMBIA 0006153,BERLY ROCIO AVILA LOPEZ,,20/10/2025,24/10/2025,102085 FT. CAMISA OVEROL AZUL OSCURO TALMA HOMBRE (5).pdf,6153-5-CAMISA MANGA LARGA,Cristian Esguerra,TALMA COLOMBIA,73986162,COS-0011343 (Costeo)
1925,OS-0019533-6216-4-BATA CHEF,19533,En Proceso,Confección,9000.0,8.0,BATA CHEF,72000.0,OP-NUTRESA 0006216,BERLY ROCIO AVILA LOPEZ,,20/10/2025,27/10/2025,107041 FT. BATA CHEF MANGA CORTA EMBONE NEGRO AUXILIAR COCINA BURGER BAR GRUPO ACO HOMBRE (1).pdf,6216-4-BATA CHEF,Carolina Gonzalez,NUTRESA,73985763,COS-0011546 (Costeo)
1926,OS-0019532-6216-3-BATA CHEF,19532,En Proceso,Confección,9000.0,4.0,BATA CHEF,36000.0,OP-NUTRESA 0006216,BERLY ROCIO AVILA LOPEZ,,20/10/2025,27/10/2025,207034 FT. BATA CHEF MANGA CORTA EMBONE NEGRO AUXILAR COCINA BURGER BAR GRUPO ACO DAMA (2).pdf,6216-3-BATA CHEF,Carolina Gonzalez,NUTRESA,73985701,COS-0011546 (Costeo)
1927,OS-0019531-6226-10-Gorra seis cascos,19531,En Proceso,Bordado,2500.0,152.0,Gorra seis cascos,380000.0,OP-NUTRESA 0006226,SEIIBA  SAS,,20/10/2025,22/10/2025,310078 FT. GORRA VERDE BLANCO ANTIFLUIDO OPERARIO PAPA JOHNS UNISEX (1).pdf,6226-10-Gorra seis cascos,Cristian Esguerra,NUTRESA,73985638,COS-0011586 (Costeo)
1928,OS-0019530-6153-9-PANTALÓN CARGO,19530,En Proceso,Estampado,900.0,473.0,PANTALÓN CARGO,425700.0,OP-TALMA COLOMBIA 0006153,SEIIO,,22/10/2025,24/10/2025,108052 FT. PANTALÓN CARGO OVEROL AZUL OSCURO TALMA HOMBRE.pdf,6153-9-PANTALÓN CARGO,Cristian Esguerra,TALMA COLOMBIA,73984806,COS-0011343 (Costeo)
1929,OS-0019529-6283-6-Conjunto Antifluido Materno,19529,Finalizado,Bordado,1100.0,25.0,Conjunto Antifluido Materno,27500.0,OP-CLINICOS 0006283,SEIIBA  SAS,,20/10/2025,23/10/2025,212009 FT. UNIFORME CLINICOS AZUL OSCURO MATERNO DAMA LOGO CLINICOS (1).pdf,6283-6-Conjunto Antifluido Materno,Cristian Esguerra,CLINICOS,73983572,COS-0011750 (Costeo)
1930,OS-0019528-6283-1-CONJUNTO ANTIFLUIDO,19528,En Proceso,Bordado,1100.0,247.0,CONJUNTO ANTIFLUIDO,271700.0,OP-CLINICOS 0006283,SEIIBA  SAS,,20/10/2025,23/10/2025,212006 FT_ UNIFORME CLINICOS AZUL OSCURO DAMA LOGO CLINICOS.pdf,6283-1-CONJUNTO ANTIFLUIDO,Cristian Esguerra,CLINICOS,73983324,COS-0011750 (Costeo)
1931,OS-0019527-6283-8-CONJUNTO ANTIFLUIDO,19527,Finalizado,Bordado,1100.0,14.0,CONJUNTO ANTIFLUIDO,15400.0,OP-CLINICOS 0006283,SEIIBA  SAS,,20/10/2025,23/10/2025,112031 FT. UNIFORME CLINICOS AZUL OSCURO HOMBRE SIN BOLSILLO LOGO CLINICOS.pdf,6283-8-CONJUNTO ANTIFLUIDO,Cristian Esguerra,CLINICOS,73982683,COS-0011750 (Costeo)
1932,OS-0019526-6283-7-Conjunto antifluido,19526,Finalizado,Bordado,1100.0,48.0,Conjunto antifluido,52800.0,OP-CLINICOS 0006283,SEIIBA  SAS,,20/10/2025,23/10/2025,212053 FT. UNIFORME CLINICOS AZUL OSCURO DAMA SIN BOLSILLO LOGO CLINICOS.pdf,6283-7-Conjunto antifluido,Cristian Esguerra,CLINICOS,73982129,COS-0011750 (Costeo)
1933,OS-0019525-6283-2-CONJUNTO ANTIFLUIDO,19525,Finalizado,Bordado,1100.0,7.0,CONJUNTO ANTIFLUIDO,7700.0,OP-CLINICOS 0006283,SEIIBA  SAS,,20/10/2025,23/10/2025,112004 FT_ UNIFORME CLINICOS AZUL OSCURO HOMBRE LOGO CLINICOS.pdf,6283-2-CONJUNTO ANTIFLUIDO,Cristian Esguerra,CLINICOS,73981443,COS-0011750 (Costeo)
1934,OS-0019524-6266-1-CAMISA MANGA LARGA,19524,En Proceso,Confección,12500.0,60.0,CAMISA MANGA LARGA,750000.0,OP-Micro Talent SAS 0006266,SARA RINCON CASTAÑEDA,,18/10/2025,21/10/2025,102196 FT. CAMISA AZUL OSCURO MANGA LARGA MICRO TALENT HOMBRE.pdf,6266-1-CAMISA MANGA LARGA,Cristian Esguerra,Micro Talent SAS,73889057,COS-0011711 (Costeo)
1935,OS-0019523-6098-8-Pantalón dotación,19523,En Proceso,Confección|Prelavado|Corte,8500.0,840.0,Pantalón dotación,9240000.0,OP-CLARO COLOMBIA 0006098,ROSABELCE BENITEZ OLIVEROS,,18/10/2025,21/11/2025,FT. JEAN AZUL OSCURO CAV Y TIENDA CLARO DAMA.pdf,6098-8-Pantalón dotación,Cristian Esguerra,CLARO COLOMBIA,73885564,COS-0011227 (Costeo)
1936,OS-0019522-6098-3-Pantalón dotación,19522,En Proceso,Confección|Prelavado|Corte,8000.0,880.0,Pantalón dotación,9240000.0,OP-CLARO COLOMBIA 0006098,ROSABELCE BENITEZ OLIVEROS,,18/10/2025,21/11/2025,FT. JEAN AZUL OSCURO CAV Y TIENDA CLARO HOMBRE.pdf,6098-3-Pantalón dotación,Cristian Esguerra,CLARO COLOMBIA,73884771,COS-0011227 (Costeo)
1937,OS-0019521-6098-9-Pantalón dotación,19521,En Proceso,Corte,900.0,860.0,Pantalón dotación,774000.0,OP-CLARO COLOMBIA 0006098,SANDRA CAROLINA RATIVA BERNAL,,17/10/2025,22/10/2025,FT. JEAN NEGRO CAV Y TIENDA CLARO DAMA.pdf,6098-9-Pantalón dotación,Cristian Esguerra,CLARO COLOMBIA,73879853,COS-0011227 (Costeo)
1938,OS-0019520-6098-4-Pantalón dotación,19520,En Proceso,Corte,900.0,310.0,Pantalón dotación,279000.0,OP-CLARO COLOMBIA 0006098,SANDRA CAROLINA RATIVA BERNAL,,17/10/2025,22/10/2025,FT. JEAN NEGRO CAV Y TIENDA CLARO HOMBRE.pdf,6098-4-Pantalón dotación,Cristian Esguerra,CLARO COLOMBIA,73878961,COS-0011227 (Costeo)
1939,OS-0019519-6226-9-DELANTAL TIPO PETO,19519,En Proceso,Sublimación,2700.0,256.0,DELANTAL TIPO PETO,691200.0,OP-NUTRESA 0006226,COLOR Y DISEÑO SAS,,17/10/2025,18/10/2025,109037 FT. DELANTAL LARGO PAPA JOHNS UNISEX (1).pdf,6226-9-DELANTAL TIPO PETO,Cristian Esguerra,NUTRESA,73878522,COS-0011586 (Costeo)
1940,OS-0019518-6334-5-CAMISA MANGA LARGA,19518,En Proceso,Confección,11500.0,220.0,CAMISA MANGA LARGA,2530000.0,OP-CLARO COLOMBIA 0006334,JUAN SEBASTIAN PEREZ AYALA,,21/11/2025,12/12/2025,FT. BLUSA BLANCO MANGA LARGA CAV Y TIENDA CLARO DAMA.pdf,6334-5-CAMISA MANGA LARGA,Cristian Esguerra,CLARO COLOMBIA,73877824,COS-0011911 (Costeo)
1941,OS-0019517-6334-5-CAMISA MANGA LARGA,19517,En Proceso,Confección,11500.0,300.0,CAMISA MANGA LARGA,3450000.0,OP-CLARO COLOMBIA 0006334,JUAN SEBASTIAN PEREZ AYALA,,20/10/2025,31/10/2025,FT. BLUSA BLANCO MANGA LARGA CAV Y TIENDA CLARO DAMA.pdf,6334-5-CAMISA MANGA LARGA,Cristian Esguerra,CLARO COLOMBIA,73877737,COS-0011911 (Costeo)
1942,OS-0019516-6334-1-CAMISA MANGA LARGA,19516,En Proceso,Confección,12500.0,223.0,CAMISA MANGA LARGA,2787500.0,OP-CLARO COLOMBIA 0006334,EDISSON RAMIREZ MEJIA,,20/11/2025,09/12/2025,FT. CAMISA BLANCO MANGA LARGA CAV Y TIENDA CLARO HOMBRE.pdf,6334-1-CAMISA MANGA LARGA,Cristian Esguerra,CLARO COLOMBIA,73877465,COS-0011911 (Costeo)
1943,OS-0019515-6111-22-chaqueta  dril,19515,En Proceso,Confección,15000.0,14.0,chaqueta  dril chaqueta  dril,210000.0,OP-MOLT Proyectos 0006111,ALBA LUZ CORTES URREA,,20/10/2025,27/10/2025,,6111-22-chaqueta  dril,Cristian Esguerra,USO,73876958,COS-0011188 (Costeo)
1944,OS-0019514-6254-4-POLO MANGA CORTA,19514,En Proceso,Bordado,3800.0,16.0,POLO MANGA CORTA,60800.0,OP-Molt Panamá (PA) 0006254,CARLOS ANDRES PEREZ CELIS,,20/10/2025,22/10/2025,203146 FT. POLO BLANCO AZUL OSCURO MANGA CORTA LOGO SUSUKI INCHAPE PANAMÁ DAMA.pdf,6254-4-POLO MANGA CORTA,Cristian Esguerra,Molt Panamá (PA),73875346,COS-0011676 (Costeo)
1945,OS-0019513-6254-3-POLO MANGA CORTA,19513,Finalizado,Bordado,3800.0,14.0,POLO MANGA CORTA,53200.0,OP-Molt Panamá (PA) 0006254,CARLOS ANDRES PEREZ CELIS,,20/10/2025,22/10/2025,103192 FT. POLO BLANCO AZUL OSCURO MANGA CORTA ADMINISTRATIVOS INCHCAPE PANAMÁ HOMBRE.pdf,6254-3-POLO MANGA CORTA,Cristian Esguerra,Molt Panamá (PA),73874939,COS-0011676 (Costeo)
1946,OS-0019512-6334-5-CAMISA MANGA LARGA,19512,Finalizado,Bordado,800.0,854.0,CAMISA MANGA LARGA,683200.0,OP-CLARO COLOMBIA 0006334,SEIIBA  SAS,,21/11/2025,25/11/2025,FT. BLUSA BLANCO MANGA LARGA CAV Y TIENDA CLARO DAMA.pdf,6334-5-CAMISA MANGA LARGA,Cristian Esguerra,CLARO COLOMBIA,73874336,COS-0011911 (Costeo)
1947,OS-0019511-6334-1-CAMISA MANGA LARGA,19511,Finalizado,Bordado,800.0,207.0,CAMISA MANGA LARGA,165600.0,OP-CLARO COLOMBIA 0006334,SEIIBA  SAS,,21/11/2025,25/11/2025,FT. CAMISA BLANCO MANGA LARGA CAV Y TIENDA CLARO HOMBRE.pdf,6334-1-CAMISA MANGA LARGA,Cristian Esguerra,CLARO COLOMBIA,73874072,COS-0011911 (Costeo)
1948,OS-0019510-6283-5-Conjunto Antifluido Materno,19510,En Proceso,Confección,13000.0,20.0,Conjunto Antifluido Materno,260000.0,OP-CLINICOS 0006283,JOSE IGNACIO - Teresa,,17/10/2025,27/10/2025,212014 FT. UNIFORME CLINICOS BLANCO MATERNO DAMA LOGO CLINICOS (2).pdf,6283-5-Conjunto Antifluido Materno,Cristian Esguerra,CLINICOS,73873555,COS-0011750 (Costeo)
1949,OS-0019509-6098-6-CHALECO ENGUATADO,19509,Finalizado,Corte,1200.0,400.0,CHALECO ENGUATADO,480000.0,OP-CLARO COLOMBIA 0006098,SANDRA CAROLINA RATIVA BERNAL,,17/10/2025,20/10/2025,205016 FT. CHALECO ACOLCHADO GRIS CLIMA FRIO CAVS CLARO DAMA.pdf,6098-6-CHALECO ENGUATADO,Cristian Esguerra,CLARO COLOMBIA,73867633,COS-0011227 (Costeo)
1950,OS-0019508-6098-2-CHALECO ENGUATADO,19508,Finalizado,Corte,1200.0,350.0,CHALECO ENGUATADO,420000.0,OP-CLARO COLOMBIA 0006098,SANDRA CAROLINA RATIVA BERNAL,,17/10/2025,20/10/2025,,6098-2-CHALECO ENGUATADO,Cristian Esguerra,CLARO COLOMBIA,73865742,COS-0011227 (Costeo)
1951,OS-0019507-6307-3-POLO MANGA CORTA,19507,Finalizado,Bordado,2500.0,2.0,POLO MANGA CORTA,5000.0,OP-Molt Panamá (PA) 0006307,CARLOS ANDRES PEREZ CELIS,,17/10/2025,21/10/2025,103209 FT. POLO BLANCO TRES CORTES MANGA CORTA MENSAJERO INCHCAPE PANAMÁ HOMBRE.pdf,6307-3-POLO MANGA CORTA,Cristian Esguerra,Molt Panamá (PA),73864604,COS-0011841 (Costeo)
1952,OS-0019506-6307-2-POLO MANGA CORTA,19506,Finalizado,Bordado,2500.0,5.0,POLO MANGA CORTA,12500.0,OP-Molt Panamá (PA) 0006307,CARLOS ANDRES PEREZ CELIS,,17/10/2025,21/10/2025,103208 FT. POLO AZUL REY DOS CORTES MANGA CORTA LOGISTICA INCHCAPE PANAMÁ HOMBRE.pdf,6307-2-POLO MANGA CORTA,Cristian Esguerra,Molt Panamá (PA),73860111,COS-0011841 (Costeo)
1953,OS-0019505-6281-4-Jogger,19505,En Proceso,Confección,8500.0,216.0,Jogger Jogger,1836000.0,OP-BODYTECH 0006281,JUSELY GERLYN RUEDA VALENCIA - LEO CHAQUETAS,,17/10/2025,04/11/2025,208097 FT. JOGGER NEGRO ATHLETIC DAMA.pdf,6281-4-Jogger,Cristian Esguerra,BODYTECH,73858004,COS-0011743 (Costeo)
1954,OS-0019504-6349-3-Gorra seis cascos,19504,Creado,Bordado,1400.0,1.0,Gorra seis cascos,1400.0,OP-MINISO 0006349,,,16/10/2025,17/10/2025,,6349-3-Gorra seis cascos,Cristian Esguerra,MINISO,73813567,COS-0011943 (Costeo)
1955,OS-0019503-6349-3-Gorra seis cascos,19503,En Proceso,Bordado,1400.0,120.0,Gorra seis cascos,168000.0,OP-MINISO 0006349,SEIIBA  SAS,,16/10/2025,17/10/2025,,6349-3-Gorra seis cascos,Cristian Esguerra,MINISO,73813474,COS-0011943 (Costeo)
1956,OS-0019502-6283-3-CONJUNTO ANTIFLUIDO,19502,En Proceso,Confección,13000.0,233.0,CONJUNTO ANTIFLUIDO,3029000.0,OP-CLINICOS 0006283,DEISY MIREYA GUERRERO DAZA,,17/10/2025,06/11/2025,212007 FT_ UNIFORME CLINICOS BLANCO DAMA LOGO CLINICOS.pdf,6283-3-CONJUNTO ANTIFLUIDO,Cristian Esguerra,CLINICOS,73808860,COS-0011750 (Costeo)
1957,OS-0019501-6283-4-CONJUNTO ANTIFLUIDO,19501,En Proceso,Confección,11000.0,57.0,CONJUNTO ANTIFLUIDO,627000.0,OP-CLINICOS 0006283,GLORIA LOZANO,,17/10/2025,27/10/2025,112005 FT_ UNIFORME CLINICOS BLANCO HOMBRE LOGO CLINICOS.pdf,6283-4-CONJUNTO ANTIFLUIDO,Cristian Esguerra,CLINICOS,73808390,COS-0011750 (Costeo)
1958,OS-0019500-6334-5-CAMISA MANGA LARGA,19500,En Proceso,Confección,11500.0,536.0,CAMISA MANGA LARGA,6164000.0,OP-CLARO COLOMBIA 0006334,JUAN DARIO UBAQUE MORENO,,20/10/2025,10/11/2025,FT. BLUSA BLANCO MANGA LARGA CAV Y TIENDA CLARO DAMA.pdf,6334-5-CAMISA MANGA LARGA,Cristian Esguerra,CLARO COLOMBIA,73806657,COS-0011911 (Costeo)
